event id,product,event type,success status,failure reason,execution time seconds,region,trigger time
AUTO00878,Voice Solution,WhatsApp Trigger,Success,,0.58,Pune,19-11-2025 14:26
AUTO00879,Voice Solution,WhatsApp Trigger,Success,,0.25,Chennai,18-11-2025 16:51
AUTO00880,Voice Solution,Follow-up Trigger,Success,,3.95,Pune,15-07-2026 17:01
AUTO00881,Voice Solution,Call Summary Generation,Success,,1.87,Pune,17-01-2026 20:18
AUTO00882,Voice Solution,Lead Qualification,Success,,0.34,Delhi,24-04-2026 16:09
AUTO00883,Voice Solution,Call Summary Generation,Success,,4.57,Mumbai,13-05-2026 18:41
AUTO00884,Voice Solution,Email Trigger,Success,,2.67,Mumbai,21-02-2026 12:53
AUTO00885,Voice Solution,Email Trigger,Success,,2.74,Bangalore,22-02-2026 17:24
AUTO00886,Voice Solution,Lead Qualification,Success,,0.95,Mumbai,10-06-2026 10:59
AUTO00887,Voice Solution,WhatsApp Trigger,Success,,1.74,Hyderabad,15-04-2026 16:36
AUTO00888,Voice Solution,CRM Update,Success,,2.96,Delhi,12-03-2026 15:09
AUTO00889,Voice Solution,Lead Qualification,Success,,1.38,Chennai,25-12-2025 18:58
AUTO00890,Voice Solution,Email Trigger,Success,,1.2,Mumbai,11-03-2026 11:25
AUTO00891,Voice Solution,Call Summary Generation,Success,,7.13,Chennai,11-04-2026 20:43
AUTO00892,Voice Solution,Lead Qualification,Success,,0.59,Bangalore,26-01-2026 20:36
AUTO00893,Voice Solution,WhatsApp Trigger,Success,,6.04,Delhi,25-12-2025 10:10
AUTO00894,Voice Solution,Follow-up Trigger,Failed,Timeout,2.43,Mumbai,27-04-2026 11:56
AUTO00895,Voice Solution,Follow-up Trigger,Success,,1.99,Chennai,08-11-2025 12:34
AUTO00896,Voice Solution,CRM Update,Success,,3.35,Pune,05-07-2026 16:42
AUTO00897,Voice Solution,CRM Update,Success,,6.31,Mumbai,13-07-2026 10:48
AUTO00898,Voice Solution,WhatsApp Trigger,Success,,2.94,Bangalore,24-12-2025 18:32
AUTO00899,Voice Solution,Call Summary Generation,Success,,5.43,Pune,07-07-2026 08:41
AUTO00900,Voice Solution,CRM Update,Success,,2.98,Chennai,27-06-2026 09:51
AUTO00901,Voice Solution,Follow-up Trigger,Success,,1.38,Chennai,17-06-2026 09:01
AUTO00902,Voice Solution,WhatsApp Trigger,Success,,2.34,Delhi,06-01-2026 09:24
AUTO00903,Voice Solution,WhatsApp Trigger,Success,,0.19,Delhi,21-12-2025 10:59
AUTO00904,Voice Solution,WhatsApp Trigger,Failed,Timeout,5.5,Chennai,05-02-2026 08:41
AUTO00905,Voice Solution,Lead Qualification,Success,,4.59,Pune,31-01-2026 18:06
AUTO00906,Voice Solution,Call Summary Generation,Success,,1.74,Delhi,04-02-2026 09:10
AUTO00907,Voice Solution,Call Summary Generation,Success,,5.5,Chennai,27-01-2026 12:01
AUTO00908,Voice Solution,CRM Update,Success,,5.46,Pune,17-01-2026 17:35
AUTO00909,Voice Solution,Call Summary Generation,Success,,0.49,Hyderabad,28-02-2026 10:17
AUTO00910,Voice Solution,Email Trigger,Success,,2.75,Mumbai,14-04-2026 19:19
AUTO00911,Voice Solution,Follow-up Trigger,Success,,0.78,Hyderabad,01-05-2026 17:46
AUTO00912,Voice Solution,CRM Update,Success,,4.35,Hyderabad,11-06-2026 20:31
AUTO00913,Voice Solution,Call Summary Generation,Success,,2.84,Mumbai,07-11-2025 19:09
AUTO00914,Voice Solution,Follow-up Trigger,Success,,1.31,Chennai,10-04-2026 10:22
AUTO00915,Voice Solution,CRM Update,Success,,4.22,Chennai,31-03-2026 17:03
AUTO00916,Voice Solution,Email Trigger,Success,,2.2,Delhi,24-01-2026 09:27
AUTO00917,Voice Solution,Follow-up Trigger,Success,,1.89,Bangalore,27-03-2026 13:20
AUTO00918,Voice Solution,Email Trigger,Success,,2.1,Chennai,20-02-2026 10:41
AUTO00919,Voice Solution,Follow-up Trigger,Success,,1.05,Mumbai,06-12-2025 16:53
AUTO00920,Voice Solution,Lead Qualification,Success,,3.82,Bangalore,07-05-2026 08:11
AUTO00921,Voice Solution,Lead Qualification,Success,,3.71,Mumbai,21-01-2026 20:27
AUTO00922,Voice Solution,Follow-up Trigger,Success,,2.28,Mumbai,02-11-2025 16:22
AUTO00923,Voice Solution,Follow-up Trigger,Success,,0.87,Mumbai,16-05-2026 19:53
AUTO00924,Voice Solution,Email Trigger,Success,,0.75,Bangalore,11-11-2025 10:55
AUTO00925,Voice Solution,Call Summary Generation,Success,,1.64,Hyderabad,22-06-2026 08:56
AUTO00926,Voice Solution,WhatsApp Trigger,Success,,3.09,Pune,14-05-2026 15:06
AUTO00927,Voice Solution,Follow-up Trigger,Success,,6.23,Mumbai,27-02-2026 16:03
AUTO00928,Voice Solution,CRM Update,Success,,2.68,Delhi,20-11-2025 08:03
AUTO00929,Voice Solution,CRM Update,Success,,2.92,Chennai,14-07-2026 17:50
AUTO00930,Voice Solution,CRM Update,Success,,2.63,Pune,10-06-2026 14:26
AUTO00931,Voice Solution,Lead Qualification,Success,,2.66,Chennai,14-06-2026 17:16
AUTO00932,Voice Solution,Call Summary Generation,Success,,0.9,Chennai,23-12-2025 08:51
AUTO00933,Voice Solution,Email Trigger,Success,,7.41,Bangalore,20-01-2026 16:08
AUTO00934,Voice Solution,Call Summary Generation,Success,,0.78,Delhi,21-05-2026 20:54
AUTO00935,Voice Solution,Lead Qualification,Failed,CRM Sync Error,4.18,Delhi,07-04-2026 19:54
AUTO00936,Voice Solution,Call Summary Generation,Success,,2.79,Pune,28-02-2026 13:35
AUTO00937,Voice Solution,Call Summary Generation,Failed,CRM Sync Error,2.27,Delhi,29-12-2025 19:04
AUTO00938,Voice Solution,CRM Update,Success,,1.32,Delhi,03-06-2026 10:59
AUTO00939,Voice Solution,Follow-up Trigger,Success,,1.59,Delhi,08-03-2026 17:34
AUTO00940,Voice Solution,CRM Update,Success,,15.33,Pune,12-06-2026 12:25
AUTO00941,Voice Solution,Call Summary Generation,Success,,1.16,Hyderabad,28-05-2026 17:10
AUTO00942,Voice Solution,Follow-up Trigger,Success,,3.66,Delhi,23-02-2026 10:04
AUTO00943,Voice Solution,Email Trigger,Success,,3.36,Delhi,28-05-2026 18:20
AUTO00944,Voice Solution,WhatsApp Trigger,Success,,2.02,Bangalore,14-11-2025 16:08
AUTO00945,Voice Solution,Follow-up Trigger,Success,,2.75,Bangalore,09-11-2025 15:15
AUTO00946,Voice Solution,Lead Qualification,Success,,3.76,Delhi,10-12-2025 19:28
AUTO00947,Voice Solution,CRM Update,Success,,4.68,Hyderabad,25-06-2026 13:12
AUTO00948,Voice Solution,CRM Update,Success,,1.92,Delhi,20-05-2026 16:59
AUTO00949,Voice Solution,Call Summary Generation,Success,,3.84,Delhi,04-07-2026 12:37
AUTO00950,Voice Solution,Call Summary Generation,Success,,2.12,Delhi,23-06-2026 17:08
AUTO00951,Voice Solution,Call Summary Generation,Success,,0.82,Mumbai,04-11-2025 11:43
AUTO00952,Voice Solution,Call Summary Generation,Success,,1.75,Hyderabad,03-04-2026 13:40
AUTO00953,Voice Solution,CRM Update,Success,,2.47,Chennai,29-11-2025 15:19
AUTO00954,Voice Solution,Follow-up Trigger,Success,,4.91,Delhi,17-02-2026 09:21
AUTO00955,Voice Solution,Email Trigger,Success,,2.03,Chennai,06-02-2026 11:03
AUTO00956,Voice Solution,Follow-up Trigger,Success,,2.69,Hyderabad,03-06-2026 10:58
AUTO00957,Voice Solution,Lead Qualification,Success,,3.26,Delhi,14-01-2026 10:41
AUTO00958,Voice Solution,CRM Update,Success,,2.61,Chennai,26-03-2026 13:19
AUTO00959,Voice Solution,Follow-up Trigger,Success,,1.13,Pune,08-03-2026 12:29
AUTO00960,Voice Solution,CRM Update,Success,,5.74,Chennai,12-12-2025 09:36
AUTO00961,Voice Solution,Lead Qualification,Success,,5.55,Hyderabad,11-12-2025 14:17
AUTO00962,Voice Solution,WhatsApp Trigger,Success,,2.52,Delhi,04-12-2025 13:13
AUTO00963,Voice Solution,WhatsApp Trigger,Success,,1.12,Mumbai,17-11-2025 17:53
AUTO00964,Voice Solution,WhatsApp Trigger,Success,,0.73,Hyderabad,14-04-2026 16:31
AUTO00965,Voice Solution,CRM Update,Success,,1.9,Mumbai,02-04-2026 13:14
AUTO00966,Voice Solution,Follow-up Trigger,Failed,Data Validation Error,2.33,Delhi,15-01-2026 18:34
AUTO00967,Voice Solution,CRM Update,Success,,3.96,Chennai,26-01-2026 19:51
AUTO00968,Voice Solution,Email Trigger,Success,,4.51,Pune,25-02-2026 13:01
AUTO00969,Voice Solution,Follow-up Trigger,Success,,4.88,Pune,27-11-2025 18:00
AUTO00970,Voice Solution,Lead Qualification,Success,,1.97,Hyderabad,14-03-2026 18:19
AUTO00971,Voice Solution,Call Summary Generation,Success,,1.89,Hyderabad,07-06-2026 14:53
AUTO00972,Voice Solution,WhatsApp Trigger,Success,,3.31,Hyderabad,17-04-2026 12:57
AUTO00973,Voice Solution,Follow-up Trigger,Success,,1.15,Bangalore,06-02-2026 14:56
AUTO00974,Voice Solution,Follow-up Trigger,Success,,4.51,Pune,25-06-2026 10:53
AUTO00975,Voice Solution,WhatsApp Trigger,Success,,2.75,Pune,22-04-2026 09:13
AUTO00976,Voice Solution,Lead Qualification,Success,,3.36,Delhi,09-05-2026 09:30
AUTO00977,Voice Solution,CRM Update,Success,,0.24,Bangalore,02-03-2026 14:53
AUTO00978,Voice Solution,CRM Update,Failed,API Error,0.59,Hyderabad,16-12-2025 18:14
AUTO00979,Voice Solution,Call Summary Generation,Success,,0.9,Hyderabad,03-01-2026 16:53
AUTO00980,Voice Solution,Follow-up Trigger,Success,,0.22,Mumbai,10-03-2026 17:15
AUTO00981,Voice Solution,WhatsApp Trigger,Success,,1.79,Bangalore,12-05-2026 11:25
AUTO00982,Voice Solution,Email Trigger,Success,,1.87,Chennai,30-04-2026 14:59
AUTO00983,Voice Solution,Lead Qualification,Success,,1.35,Pune,29-11-2025 14:05
AUTO00984,Voice Solution,CRM Update,Success,,6.14,Delhi,29-03-2026 17:36
AUTO00985,Voice Solution,Lead Qualification,Success,,6.85,Chennai,11-11-2025 11:10
AUTO00986,Voice Solution,Lead Qualification,Success,,1.86,Chennai,13-04-2026 20:30
AUTO00987,Voice Solution,Call Summary Generation,Success,,2.37,Delhi,21-02-2026 10:07
AUTO00988,Voice Solution,Lead Qualification,Success,,3.28,Hyderabad,06-05-2026 10:18
AUTO00989,Voice Solution,WhatsApp Trigger,Success,,10.45,Pune,20-06-2026 15:54
AUTO00990,Voice Solution,Call Summary Generation,Success,,6.11,Mumbai,15-06-2026 16:49
AUTO00991,Voice Solution,WhatsApp Trigger,Success,,4.69,Hyderabad,06-02-2026 16:13
AUTO00992,Voice Solution,Call Summary Generation,Success,,2.04,Hyderabad,25-12-2025 19:14
AUTO00993,Voice Solution,WhatsApp Trigger,Success,,0.84,Bangalore,19-02-2026 10:17
AUTO00994,Voice Solution,Call Summary Generation,Success,,1.99,Chennai,01-04-2026 11:31
AUTO00995,Voice Solution,Call Summary Generation,Failed,CRM Sync Error,1.16,Chennai,04-07-2026 20:54
AUTO00996,Voice Solution,Follow-up Trigger,Success,,1.82,Pune,08-01-2026 14:43
AUTO00997,Voice Solution,WhatsApp Trigger,Success,,0.59,Chennai,08-07-2026 09:52
AUTO00998,Voice Solution,Follow-up Trigger,Success,,4,Mumbai,06-12-2025 13:43
AUTO00999,Voice Solution,Call Summary Generation,Success,,3.45,Mumbai,27-06-2026 10:02
AUTO01000,Voice Solution,CRM Update,Success,,1.35,Mumbai,28-03-2026 18:44
