interaction_id,product,sales_rep,region,customer_segment,use_case,session_duration_mins,suggestions_generated,suggestions_used,objections_detected,objections_assisted,ai_confidence_percent,customer_sentiment,conversion_status,interaction_date
SHERPA00529,Sherpa AI,Rep 15,Bangalore,Enterprise,Sales Consultation,20.6,5,3,3,3,90.5,Neutral,Converted,2026-05-13 14:49:51
SHERPA00530,Sherpa AI,Rep 15,Delhi,Enterprise,Objection Handling,13.5,6,4,4,4,87.7,Neutral,Follow-up,2026-04-13 10:23:14
SHERPA00531,Sherpa AI,Rep 11,Pune,Mid-Market,Product Discovery,15.0,7,5,1,1,87.0,Negative,Converted,2026-07-01 13:26:24
SHERPA00532,Sherpa AI,Rep 40,Hyderabad,Mid-Market,Sales Consultation,15.0,8,4,3,2,88.5,Neutral,Not Converted,2025-11-11 10:18:27
SHERPA00533,Sherpa AI,Rep 48,Mumbai,SMB,Guided Demo,8.7,11,8,5,4,86.3,Neutral,Converted,2026-05-15 13:45:11
SHERPA00534,Sherpa AI,Rep 42,Hyderabad,SMB,Guided Demo,19.8,11,6,2,2,83.4,Neutral,Not Converted,2026-04-21 13:15:07
SHERPA00535,Sherpa AI,Rep 41,Chennai,Mid-Market,Service Support,10.9,5,3,1,1,89.1,Positive,Follow-up,2026-01-26 09:22:34
SHERPA00536,Sherpa AI,Rep 47,Bangalore,SMB,Guided Demo,15.6,10,7,3,2,88.5,Neutral,Converted,2026-04-08 16:56:22
SHERPA00537,Sherpa AI,Rep 37,Delhi,Enterprise,Service Support,10.5,5,3,3,2,93.5,Neutral,Follow-up,2026-07-02 10:01:54
SHERPA00538,Sherpa AI,Rep 20,Chennai,SMB,Product Discovery,21.5,5,3,5,4,85.2,Positive,Converted,2026-01-15 13:19:16
SHERPA00539,Sherpa AI,Rep 34,Mumbai,Enterprise,Objection Handling,18.8,10,6,6,4,91.2,Negative,Converted,2026-05-07 12:17:35
SHERPA00540,Sherpa AI,Rep 22,Hyderabad,SMB,Service Support,10.1,8,5,4,3,87.5,Neutral,Not Converted,2026-04-28 14:46:55
SHERPA00541,Sherpa AI,Rep 48,Bangalore,Enterprise,Sales Consultation,19.6,6,4,3,2,86.8,Positive,Follow-up,2026-04-23 10:35:34
SHERPA00542,Sherpa AI,Rep 18,Pune,SMB,Sales Consultation,11.6,5,3,3,2,91.7,Neutral,Follow-up,2026-04-09 09:04:42
SHERPA00543,Sherpa AI,Rep 16,Hyderabad,Enterprise,Objection Handling,19.6,9,5,2,1,85.7,Positive,Follow-up,2026-04-09 16:57:32
SHERPA00544,Sherpa AI,Rep 5,Hyderabad,Enterprise,Guided Demo,10.2,7,4,3,2,82.6,Neutral,Converted,2026-02-05 12:33:26
SHERPA00545,Sherpa AI,Rep 1,Hyderabad,SMB,Sales Consultation,19.9,5,3,4,3,84.6,Positive,Follow-up,2026-07-15 10:08:19
SHERPA00546,Sherpa AI,Rep 19,Pune,Enterprise,Service Support,16.4,12,7,1,1,83.3,Negative,Follow-up,2026-03-10 14:06:36
SHERPA00547,Sherpa AI,Rep 10,Hyderabad,SMB,Objection Handling,9.3,11,8,3,2,91.9,Neutral,Converted,2026-04-19 16:29:49
SHERPA00548,Sherpa AI,Rep 21,Bangalore,SMB,Sales Consultation,21.1,9,6,1,1,93.0,Neutral,Not Converted,2025-11-24 14:51:55
SHERPA00549,Sherpa AI,Rep 13,Pune,Mid-Market,Guided Demo,20.4,7,5,5,4,85.8,Negative,Not Converted,2026-06-18 12:30:13
SHERPA00550,Sherpa AI,Rep 24,Pune,Mid-Market,Guided Demo,13.5,5,2,4,3,90.8,Positive,Not Converted,2025-11-08 10:21:01
SHERPA00551,Sherpa AI,Rep 23,Chennai,SMB,Sales Consultation,21.6,11,6,3,2,84.6,Neutral,Follow-up,2026-03-17 18:10:23
SHERPA00552,Sherpa AI,Rep 23,Mumbai,SMB,Objection Handling,21.3,7,4,4,3,87.6,Positive,Converted,2026-01-21 09:09:09
SHERPA00553,Sherpa AI,Rep 11,Pune,Mid-Market,Product Discovery,21.1,6,4,4,4,95.2,Neutral,Not Converted,2026-07-11 16:50:13
SHERPA00554,Sherpa AI,Rep 47,Chennai,Enterprise,Sales Consultation,16.5,6,4,4,2,96.5,Neutral,Converted,2026-02-16 14:21:35
SHERPA00555,Sherpa AI,Rep 2,Bangalore,Mid-Market,Guided Demo,11.4,8,5,4,3,93.8,Negative,Not Converted,2025-11-03 12:58:36
SHERPA00556,Sherpa AI,Rep 6,Mumbai,Enterprise,Product Discovery,9.7,8,4,5,3,94.2,Neutral,Follow-up,2026-06-03 17:46:53
SHERPA00557,Sherpa AI,Rep 11,Pune,Mid-Market,Objection Handling,21.7,11,8,3,3,87.9,Positive,Converted,2026-05-30 16:48:34
SHERPA00558,Sherpa AI,Rep 15,Delhi,SMB,Guided Demo,20.5,7,3,5,3,85.2,Positive,Not Converted,2026-05-13 13:52:00
SHERPA00559,Sherpa AI,Rep 9,Chennai,SMB,Objection Handling,8.5,11,7,5,4,88.1,Neutral,Follow-up,2026-05-22 10:26:37
SHERPA00560,Sherpa AI,Rep 12,Bangalore,SMB,Sales Consultation,19.8,9,6,5,3,88.2,Neutral,Follow-up,2026-07-26 14:55:24
SHERPA00561,Sherpa AI,Rep 36,Bangalore,Mid-Market,Objection Handling,15.1,9,7,5,4,92.5,Positive,Not Converted,2026-01-24 16:17:46
SHERPA00562,Sherpa AI,Rep 28,Bangalore,Mid-Market,Guided Demo,8.4,8,5,5,4,88.8,Positive,Converted,2026-03-18 09:28:58
SHERPA00563,Sherpa AI,Rep 23,Mumbai,SMB,Sales Consultation,13.6,5,3,4,3,84.0,Neutral,Not Converted,2026-03-23 16:28:33
SHERPA00564,Sherpa AI,Rep 27,Hyderabad,SMB,Guided Demo,21.6,8,4,1,1,89.7,Positive,Follow-up,2026-02-14 11:04:30
SHERPA00565,Sherpa AI,Rep 24,Delhi,SMB,Guided Demo,12.5,11,8,5,4,93.9,Neutral,Follow-up,2026-03-13 13:47:21
SHERPA00566,Sherpa AI,Rep 14,Mumbai,Enterprise,Product Discovery,19.2,7,5,2,2,94.4,Neutral,Converted,2025-12-22 12:32:30
SHERPA00567,Sherpa AI,Rep 35,Mumbai,Mid-Market,Service Support,20.4,5,3,2,2,96.2,Neutral,Not Converted,2025-11-05 12:48:21
SHERPA00568,Sherpa AI,Rep 27,Pune,Mid-Market,Objection Handling,20.7,6,5,5,4,91.4,Positive,Converted,2026-04-14 16:29:13
SHERPA00569,Sherpa AI,Rep 21,Chennai,Enterprise,Objection Handling,14.0,11,6,4,2,88.0,Positive,Converted,2026-04-22 13:19:28
SHERPA00570,Sherpa AI,Rep 49,Delhi,SMB,Product Discovery,18.1,6,3,2,2,83.8,Neutral,Not Converted,2025-12-14 13:02:00
SHERPA00571,Sherpa AI,Rep 13,Bangalore,Mid-Market,Objection Handling,18.0,7,5,3,2,83.8,Negative,Converted,2026-01-08 11:51:44
SHERPA00572,Sherpa AI,Rep 8,Mumbai,SMB,Product Discovery,9.8,5,4,4,2,89.4,Positive,Converted,2026-02-10 15:52:48
SHERPA00573,Sherpa AI,Rep 44,Delhi,Mid-Market,Objection Handling,13.9,8,5,4,2,92.2,Positive,Follow-up,2025-11-08 18:05:05
SHERPA00574,Sherpa AI,Rep 44,Chennai,Mid-Market,Objection Handling,20.7,8,4,3,2,91.3,Positive,Not Converted,2026-03-31 15:55:58
SHERPA00575,Sherpa AI,Rep 44,Hyderabad,SMB,Guided Demo,12.5,6,4,3,2,84.0,Neutral,Follow-up,2025-12-10 18:13:45
SHERPA00576,Sherpa AI,Rep 34,Delhi,Mid-Market,Product Discovery,11.6,10,7,5,4,93.0,Neutral,Not Converted,2026-03-04 16:45:58
SHERPA00577,Sherpa AI,Rep 42,Bangalore,SMB,Objection Handling,22.0,5,2,3,2,95.6,Positive,Follow-up,2026-04-06 11:27:32
SHERPA00578,Sherpa AI,Rep 23,Mumbai,SMB,Service Support,11.6,11,8,4,3,82.7,Positive,Converted,2026-01-29 18:44:56
SHERPA00579,Sherpa AI,Rep 9,Hyderabad,SMB,Product Discovery,15.8,7,4,2,1,96.5,Neutral,Converted,2025-11-05 16:35:10
SHERPA00580,Sherpa AI,Rep 1,Chennai,Mid-Market,Product Discovery,9.8,7,4,3,3,95.2,Positive,Not Converted,2026-07-18 11:43:49
SHERPA00581,Sherpa AI,Rep 36,Bangalore,Enterprise,Product Discovery,9.8,7,4,2,1,82.7,Neutral,Converted,2026-03-05 13:39:40
SHERPA00582,Sherpa AI,Rep 46,Hyderabad,Mid-Market,Guided Demo,20.3,11,8,5,4,86.2,Neutral,Follow-up,2026-04-01 17:36:15
SHERPA00583,Sherpa AI,Rep 16,Pune,SMB,Product Discovery,12.4,7,5,2,1,95.4,Neutral,Not Converted,2025-11-08 09:04:45
SHERPA00584,Sherpa AI,Rep 25,Pune,Mid-Market,Guided Demo,19.2,12,8,2,2,91.9,Neutral,Converted,2026-03-31 12:55:43
SHERPA00585,Sherpa AI,Rep 18,Chennai,Mid-Market,Service Support,17.9,4,2,2,1,85.9,Neutral,Not Converted,2026-02-16 12:29:35
SHERPA00586,Sherpa AI,Rep 34,Bangalore,Enterprise,Sales Consultation,17.9,8,6,6,3,87.3,Negative,Follow-up,2026-05-01 14:50:18
SHERPA00587,Sherpa AI,Rep 38,Mumbai,Mid-Market,Guided Demo,9.3,7,4,4,3,83.9,Positive,Converted,2025-12-14 14:25:44
SHERPA00588,Sherpa AI,Rep 3,Chennai,SMB,Objection Handling,20.5,10,5,2,1,86.1,Positive,Converted,2026-01-20 17:01:58
SHERPA00589,Sherpa AI,Rep 20,Hyderabad,Enterprise,Product Discovery,13.8,7,4,5,4,90.6,Neutral,Follow-up,2026-07-15 14:04:19
SHERPA00590,Sherpa AI,Rep 19,Bangalore,Mid-Market,Sales Consultation,17.5,4,3,4,3,82.4,Positive,Converted,2025-12-18 16:08:27
SHERPA00591,Sherpa AI,Rep 13,Pune,Enterprise,Guided Demo,10.2,8,5,3,3,94.6,Negative,Converted,2026-02-18 09:29:05
SHERPA00592,Sherpa AI,Rep 17,Pune,SMB,Objection Handling,16.3,4,3,4,3,96.3,Positive,Converted,2025-12-03 12:10:26
SHERPA00593,Sherpa AI,Rep 14,Delhi,SMB,Sales Consultation,18.2,5,4,4,4,86.9,Negative,Not Converted,2026-05-18 11:10:20
SHERPA00594,Sherpa AI,Rep 30,Bangalore,Mid-Market,Service Support,17.0,8,6,3,2,82.7,Neutral,Not Converted,2025-12-03 14:39:20
SHERPA00595,Sherpa AI,Rep 22,Hyderabad,Enterprise,Guided Demo,13.6,6,3,1,1,87.7,Neutral,Not Converted,2026-06-20 17:16:52
SHERPA00596,Sherpa AI,Rep 43,Hyderabad,Enterprise,Guided Demo,10.3,5,4,4,2,94.8,Positive,Follow-up,2026-07-15 18:27:24
SHERPA00597,Sherpa AI,Rep 48,Delhi,Mid-Market,Service Support,14.9,8,4,4,3,83.8,Negative,Follow-up,2026-07-26 14:44:57
SHERPA00598,Sherpa AI,Rep 43,Hyderabad,Mid-Market,Guided Demo,17.3,8,6,3,2,84.0,Positive,Follow-up,2026-03-10 15:07:08
SHERPA00599,Sherpa AI,Rep 29,Bangalore,Mid-Market,Product Discovery,15.9,9,6,3,3,89.1,Positive,Not Converted,2026-07-31 12:46:40
SHERPA00600,Sherpa AI,Rep 50,Pune,SMB,Guided Demo,14.0,7,5,4,3,88.5,Positive,Converted,2026-06-11 09:13:37
SHERPA00601,Sherpa AI,Rep 2,Chennai,SMB,Product Discovery,10.2,5,3,4,2,92.3,Negative,Follow-up,2026-03-31 11:15:06
SHERPA00602,Sherpa AI,Rep 8,Pune,Enterprise,Guided Demo,20.7,8,5,3,2,88.6,Positive,Converted,2026-01-15 10:43:14
SHERPA00603,Sherpa AI,Rep 14,Pune,Enterprise,Objection Handling,15.3,9,4,2,2,94.6,Neutral,Follow-up,2026-03-19 18:28:43
SHERPA00604,Sherpa AI,Rep 34,Bangalore,Mid-Market,Objection Handling,13.9,7,3,2,1,83.6,Neutral,Converted,2026-05-24 09:58:58
SHERPA00605,Sherpa AI,Rep 13,Hyderabad,Mid-Market,Sales Consultation,9.1,4,3,3,2,85.8,Neutral,Follow-up,2025-11-14 12:59:34
SHERPA00606,Sherpa AI,Rep 10,Delhi,Mid-Market,Objection Handling,13.5,6,3,3,2,84.7,Neutral,Follow-up,2025-11-14 18:04:24
SHERPA00607,Sherpa AI,Rep 8,Delhi,SMB,Service Support,17.4,5,4,2,1,88.8,Neutral,Not Converted,2026-01-27 09:39:09
SHERPA00608,Sherpa AI,Rep 7,Mumbai,Enterprise,Sales Consultation,10.6,7,4,5,4,84.8,Neutral,Converted,2026-07-11 10:43:51
SHERPA00609,Sherpa AI,Rep 13,Delhi,SMB,Objection Handling,8.1,8,5,4,2,90.0,Neutral,Converted,2025-11-26 09:46:29
SHERPA00610,Sherpa AI,Rep 26,Delhi,SMB,Product Discovery,21.5,4,2,3,2,95.0,Positive,Not Converted,2025-11-29 09:55:21
SHERPA00611,Sherpa AI,Rep 32,Hyderabad,SMB,Guided Demo,17.4,7,4,3,3,87.4,Positive,Converted,2026-07-12 15:29:49
SHERPA00612,Sherpa AI,Rep 19,Chennai,SMB,Objection Handling,9.6,7,4,2,1,82.2,Positive,Not Converted,2025-11-21 18:56:55
SHERPA00613,Sherpa AI,Rep 15,Chennai,SMB,Product Discovery,17.1,4,3,4,2,91.7,Positive,Converted,2025-11-07 10:06:42
SHERPA00614,Sherpa AI,Rep 2,Hyderabad,Enterprise,Sales Consultation,14.5,8,5,5,3,86.5,Positive,Converted,2026-03-24 14:49:36
SHERPA00615,Sherpa AI,Rep 37,Delhi,SMB,Guided Demo,21.5,7,3,2,1,92.5,Neutral,Not Converted,2026-07-08 14:10:41
SHERPA00616,Sherpa AI,Rep 19,Bangalore,Enterprise,Objection Handling,19.7,7,5,4,2,90.5,Negative,Not Converted,2026-06-12 14:26:02
SHERPA00617,Sherpa AI,Rep 33,Pune,SMB,Sales Consultation,19.9,4,2,3,2,96.7,Positive,Converted,2026-07-22 15:25:01
SHERPA00618,Sherpa AI,Rep 39,Pune,Enterprise,Objection Handling,14.8,11,7,4,2,89.3,Neutral,Follow-up,2026-03-05 18:00:17
SHERPA00619,Sherpa AI,Rep 50,Chennai,Enterprise,Sales Consultation,18.0,9,6,4,3,89.3,Neutral,Follow-up,2026-04-05 16:28:39
SHERPA00620,Sherpa AI,Rep 33,Hyderabad,Enterprise,Objection Handling,13.8,7,4,2,1,95.4,Positive,Converted,2026-02-09 11:16:58
SHERPA00621,Sherpa AI,Rep 1,Bangalore,Enterprise,Product Discovery,8.3,8,5,6,4,92.5,Neutral,Converted,2026-05-07 11:31:32
SHERPA00622,Sherpa AI,Rep 39,Delhi,Mid-Market,Service Support,20.7,6,3,2,1,85.3,Negative,Follow-up,2026-02-25 09:13:17
SHERPA00623,Sherpa AI,Rep 28,Hyderabad,SMB,Product Discovery,12.1,7,5,5,4,84.0,Positive,Converted,2026-05-24 09:37:30
SHERPA00624,Sherpa AI,Rep 17,Chennai,Mid-Market,Guided Demo,19.1,7,5,4,3,93.0,Neutral,Converted,2025-11-04 10:24:06
SHERPA00625,Sherpa AI,Rep 6,Bangalore,SMB,Objection Handling,17.3,8,6,3,2,93.2,Positive,Not Converted,2026-07-17 16:22:30
SHERPA00626,Sherpa AI,Rep 44,Bangalore,Enterprise,Service Support,21.9,6,3,4,2,88.2,Positive,Converted,2026-05-31 11:52:20
SHERPA00627,Sherpa AI,Rep 20,Chennai,Mid-Market,Service Support,13.0,7,4,1,1,95.2,Neutral,Converted,2026-04-07 09:50:12
SHERPA00628,Sherpa AI,Rep 47,Bangalore,Enterprise,Guided Demo,14.0,6,4,6,3,83.0,Neutral,Follow-up,2026-03-17 17:12:57
SHERPA00629,Sherpa AI,Rep 13,Pune,Enterprise,Guided Demo,13.0,8,4,2,1,87.1,Neutral,Converted,2026-01-19 18:42:24
SHERPA00630,Sherpa AI,Rep 12,Chennai,Enterprise,Service Support,15.2,4,3,2,1,92.4,Positive,Follow-up,2026-06-14 11:53:40
SHERPA00631,Sherpa AI,Rep 30,Pune,Mid-Market,Guided Demo,19.8,8,5,5,3,88.9,Negative,Converted,2026-02-18 14:33:32
SHERPA00632,Sherpa AI,Rep 21,Hyderabad,Enterprise,Guided Demo,19.5,6,3,4,3,96.2,Positive,Follow-up,2026-05-30 16:30:41
SHERPA00633,Sherpa AI,Rep 2,Mumbai,SMB,Objection Handling,10.2,5,2,4,3,95.7,Neutral,Not Converted,2026-01-15 12:48:29
SHERPA00634,Sherpa AI,Rep 18,Delhi,Mid-Market,Product Discovery,17.1,5,3,3,2,83.5,Positive,Converted,2025-11-26 13:15:03
SHERPA00635,Sherpa AI,Rep 28,Hyderabad,SMB,Sales Consultation,18.8,6,3,4,3,88.2,Negative,Follow-up,2026-02-10 15:17:32
SHERPA00636,Sherpa AI,Rep 4,Pune,SMB,Service Support,13.2,5,4,2,1,83.3,Neutral,Follow-up,2026-07-22 18:44:32
SHERPA00637,Sherpa AI,Rep 42,Delhi,SMB,Sales Consultation,13.9,9,5,4,2,93.3,Negative,Converted,2026-01-03 11:09:14
SHERPA00638,Sherpa AI,Rep 43,Delhi,SMB,Service Support,19.9,7,5,3,2,88.9,Positive,Follow-up,2026-03-11 11:28:04
SHERPA00639,Sherpa AI,Rep 6,Pune,Enterprise,Service Support,19.3,10,6,1,1,82.1,Neutral,Not Converted,2026-04-20 11:34:18
SHERPA00640,Sherpa AI,Rep 38,Pune,SMB,Product Discovery,8.9,12,6,3,3,84.5,Neutral,Follow-up,2026-03-26 18:41:12
SHERPA00641,Sherpa AI,Rep 9,Chennai,Mid-Market,Service Support,16.8,9,6,4,3,82.9,Neutral,Follow-up,2026-01-01 10:41:27
SHERPA00642,Sherpa AI,Rep 20,Mumbai,Mid-Market,Service Support,17.5,8,5,3,2,88.0,Neutral,Converted,2026-02-25 13:36:02
SHERPA00643,Sherpa AI,Rep 45,Pune,SMB,Product Discovery,11.9,7,4,4,3,82.1,Positive,Converted,2025-11-30 17:14:43
SHERPA00644,Sherpa AI,Rep 30,Delhi,SMB,Guided Demo,15.6,8,6,4,3,85.1,Positive,Not Converted,2026-01-16 13:02:14
SHERPA00645,Sherpa AI,Rep 37,Delhi,SMB,Sales Consultation,13.7,10,7,4,3,93.7,Positive,Follow-up,2026-04-11 10:05:20
SHERPA00646,Sherpa AI,Rep 38,Hyderabad,Enterprise,Service Support,18.4,6,3,1,1,92.9,Neutral,Converted,2026-04-11 13:07:51
SHERPA00647,Sherpa AI,Rep 4,Mumbai,Mid-Market,Product Discovery,15.3,5,4,2,1,90.3,Neutral,Not Converted,2026-04-12 15:56:25
SHERPA00648,Sherpa AI,Rep 38,Mumbai,SMB,Service Support,11.4,10,5,1,1,90.9,Positive,Converted,2026-04-14 11:52:12
SHERPA00649,Sherpa AI,Rep 50,Delhi,SMB,Product Discovery,13.2,10,7,5,3,82.9,Negative,Follow-up,2026-01-25 12:44:30
SHERPA00650,Sherpa AI,Rep 13,Mumbai,Enterprise,Sales Consultation,12.2,7,4,1,1,83.9,Positive,Not Converted,2026-07-05 13:15:16
SHERPA00651,Sherpa AI,Rep 35,Hyderabad,Mid-Market,Objection Handling,15.9,10,6,6,5,96.8,Positive,Follow-up,2026-05-02 15:22:44
SHERPA00652,Sherpa AI,Rep 30,Chennai,SMB,Guided Demo,12.0,11,7,4,3,87.3,Positive,Follow-up,2026-05-28 17:28:07
SHERPA00653,Sherpa AI,Rep 42,Delhi,SMB,Objection Handling,11.5,10,7,4,3,89.8,Neutral,Converted,2026-04-17 14:08:56
SHERPA00654,Sherpa AI,Rep 4,Bangalore,Mid-Market,Product Discovery,18.0,6,4,4,3,83.5,Neutral,Converted,2026-07-25 13:06:08
SHERPA00655,Sherpa AI,Rep 25,Delhi,SMB,Service Support,14.2,11,5,1,1,89.1,Positive,Follow-up,2026-05-02 11:45:21
SHERPA00656,Sherpa AI,Rep 31,Delhi,Mid-Market,Guided Demo,11.7,7,4,4,3,87.9,Neutral,Converted,2026-06-08 17:20:49
SHERPA00657,Sherpa AI,Rep 47,Chennai,SMB,Sales Consultation,21.6,7,4,3,3,89.3,Positive,Follow-up,2026-06-08 10:21:38
SHERPA00658,Sherpa AI,Rep 12,Pune,Mid-Market,Guided Demo,17.9,10,5,2,2,83.9,Positive,Follow-up,2026-04-12 17:21:52
SHERPA00659,Sherpa AI,Rep 15,Pune,Mid-Market,Service Support,21.2,9,4,2,1,93.2,Positive,Not Converted,2025-12-03 11:34:02
SHERPA00660,Sherpa AI,Rep 26,Bangalore,SMB,Objection Handling,16.0,6,5,3,2,83.8,Positive,Converted,2026-07-18 17:32:26
SHERPA00661,Sherpa AI,Rep 10,Bangalore,Enterprise,Product Discovery,14.8,4,2,2,2,86.5,Neutral,Converted,2025-12-11 13:13:42
SHERPA00662,Sherpa AI,Rep 12,Bangalore,SMB,Objection Handling,20.4,9,4,3,2,95.4,Neutral,Not Converted,2025-12-01 15:16:59
SHERPA00663,Sherpa AI,Rep 22,Pune,SMB,Guided Demo,20.2,6,4,3,2,87.2,Positive,Converted,2026-01-04 18:13:29
SHERPA00664,Sherpa AI,Rep 40,Chennai,SMB,Service Support,14.7,8,5,4,3,93.7,Positive,Not Converted,2026-03-07 15:28:56
SHERPA00665,Sherpa AI,Rep 21,Mumbai,Mid-Market,Product Discovery,14.3,9,6,4,3,88.9,Positive,Not Converted,2026-06-29 11:42:33
SHERPA00666,Sherpa AI,Rep 35,Bangalore,SMB,Service Support,13.7,8,6,3,2,92.0,Positive,Not Converted,2026-05-29 10:59:30
SHERPA00667,Sherpa AI,Rep 7,Mumbai,SMB,Service Support,18.3,5,3,3,3,95.4,Neutral,Converted,2025-12-31 12:23:27
SHERPA00668,Sherpa AI,Rep 18,Hyderabad,SMB,Guided Demo,17.9,9,7,4,3,93.9,Positive,Follow-up,2026-04-05 10:28:11
SHERPA00669,Sherpa AI,Rep 27,Chennai,Enterprise,Objection Handling,16.1,9,4,4,2,91.3,Neutral,Not Converted,2026-05-20 18:07:08
SHERPA00670,Sherpa AI,Rep 35,Mumbai,Mid-Market,Service Support,9.7,5,3,2,1,95.5,Positive,Not Converted,2026-05-15 18:43:45
SHERPA00671,Sherpa AI,Rep 47,Pune,Mid-Market,Service Support,17.9,12,6,1,1,85.7,Positive,Follow-up,2026-03-15 17:38:27
SHERPA00672,Sherpa AI,Rep 2,Pune,Mid-Market,Service Support,8.6,9,5,4,3,88.0,Negative,Not Converted,2025-12-26 11:42:05
SHERPA00673,Sherpa AI,Rep 32,Bangalore,SMB,Product Discovery,12.4,11,5,3,2,94.9,Positive,Follow-up,2026-05-14 12:26:32
SHERPA00674,Sherpa AI,Rep 15,Bangalore,Mid-Market,Service Support,11.6,6,3,1,1,84.2,Positive,Converted,2026-06-14 17:31:03
SHERPA00675,Sherpa AI,Rep 45,Mumbai,SMB,Service Support,12.6,5,3,3,2,91.2,Positive,Follow-up,2026-05-19 14:03:03
SHERPA00676,Sherpa AI,Rep 24,Pune,Mid-Market,Guided Demo,12.5,5,2,3,2,88.2,Positive,Converted,2026-04-13 17:23:15
SHERPA00677,Sherpa AI,Rep 20,Mumbai,Enterprise,Service Support,16.2,8,6,2,1,93.3,Positive,Follow-up,2026-03-11 10:37:42
SHERPA00678,Sherpa AI,Rep 10,Hyderabad,Enterprise,Service Support,14.5,6,4,2,1,82.9,Positive,Follow-up,2025-11-03 17:15:17
SHERPA00679,Sherpa AI,Rep 24,Chennai,SMB,Guided Demo,11.8,6,4,3,2,95.3,Neutral,Converted,2025-12-27 17:21:01
SHERPA00680,Sherpa AI,Rep 24,Pune,Mid-Market,Product Discovery,12.3,11,7,2,1,93.8,Neutral,Not Converted,2026-04-25 15:52:36
SHERPA00681,Sherpa AI,Rep 24,Delhi,Mid-Market,Objection Handling,13.2,6,3,4,2,96.5,Neutral,Follow-up,2025-12-01 11:47:59
SHERPA00682,Sherpa AI,Rep 40,Pune,SMB,Guided Demo,14.3,10,7,3,2,95.7,Positive,Converted,2026-02-15 09:37:23
SHERPA00683,Sherpa AI,Rep 48,Hyderabad,Mid-Market,Product Discovery,8.0,4,2,4,2,96.6,Neutral,Follow-up,2025-12-02 16:14:12
SHERPA00684,Sherpa AI,Rep 48,Pune,SMB,Objection Handling,12.9,10,6,3,3,87.7,Positive,Converted,2026-02-01 10:14:43
SHERPA00685,Sherpa AI,Rep 34,Hyderabad,SMB,Service Support,15.9,8,5,3,2,93.1,Positive,Follow-up,2026-02-06 10:28:22
SHERPA00686,Sherpa AI,Rep 41,Pune,Enterprise,Guided Demo,11.9,6,3,1,1,90.3,Positive,Converted,2026-07-31 12:28:51
SHERPA00687,Sherpa AI,Rep 40,Hyderabad,SMB,Service Support,12.8,7,5,5,3,92.2,Positive,Not Converted,2025-12-10 16:20:59
SHERPA00688,Sherpa AI,Rep 11,Bangalore,SMB,Guided Demo,12.8,6,4,3,2,96.7,Positive,Converted,2026-06-12 17:56:31
SHERPA00689,Sherpa AI,Rep 26,Mumbai,Mid-Market,Objection Handling,8.0,7,5,1,1,91.7,Positive,Converted,2025-12-16 11:12:18
SHERPA00690,Sherpa AI,Rep 1,Pune,Mid-Market,Product Discovery,17.8,7,5,4,3,95.4,Positive,Not Converted,2026-07-16 18:39:12
SHERPA00691,Sherpa AI,Rep 30,Chennai,SMB,Guided Demo,8.4,9,6,5,4,83.2,Positive,Not Converted,2026-01-14 14:04:32
SHERPA00692,Sherpa AI,Rep 43,Bangalore,SMB,Product Discovery,19.6,8,5,3,2,94.2,Positive,Converted,2025-11-05 18:36:30
SHERPA00693,Sherpa AI,Rep 18,Hyderabad,Mid-Market,Service Support,14.5,8,4,5,4,82.1,Positive,Follow-up,2026-03-14 10:18:43
SHERPA00694,Sherpa AI,Rep 26,Chennai,Enterprise,Service Support,20.9,12,7,2,1,86.2,Positive,Converted,2026-05-07 14:35:18
SHERPA00695,Sherpa AI,Rep 47,Bangalore,SMB,Objection Handling,11.3,8,4,4,2,92.8,Positive,Follow-up,2026-03-09 11:07:42
SHERPA00696,Sherpa AI,Rep 9,Delhi,Enterprise,Objection Handling,10.9,7,4,2,2,92.6,Positive,Not Converted,2025-12-11 11:40:16
SHERPA00697,Sherpa AI,Rep 9,Pune,SMB,Sales Consultation,14.9,6,4,3,3,90.5,Positive,Not Converted,2026-05-15 13:47:30
SHERPA00698,Sherpa AI,Rep 1,Pune,SMB,Sales Consultation,8.9,7,5,3,2,90.5,Positive,Converted,2025-11-15 18:17:51
SHERPA00699,Sherpa AI,Rep 7,Hyderabad,Mid-Market,Objection Handling,15.3,5,2,2,1,85.4,Neutral,Not Converted,2026-06-06 18:42:24
SHERPA00700,Sherpa AI,Rep 44,Bangalore,Enterprise,Service Support,15.5,11,6,5,4,92.4,Positive,Not Converted,2026-03-15 15:26:46
SHERPA00701,Sherpa AI,Rep 42,Bangalore,SMB,Product Discovery,21.2,7,4,3,3,91.6,Positive,Converted,2026-05-17 16:15:13
SHERPA00702,Sherpa AI,Rep 16,Hyderabad,Mid-Market,Objection Handling,17.5,5,4,3,3,86.1,Positive,Converted,2026-03-11 18:30:32
SHERPA00703,Sherpa AI,Rep 38,Delhi,Enterprise,Product Discovery,11.9,7,4,4,3,85.4,Positive,Converted,2026-01-25 13:54:43
SHERPA00704,Sherpa AI,Rep 11,Pune,SMB,Sales Consultation,16.0,7,4,1,1,83.2,Positive,Converted,2026-04-03 16:02:18
SHERPA00705,Sherpa AI,Rep 25,Mumbai,SMB,Product Discovery,11.5,5,3,6,4,83.1,Negative,Converted,2026-05-25 18:58:30
