call id,customer id,product,channel,followup channel,region,language,sentiment,call duration mins,ai accuracy percent,conversion,call outcome,call time
CALL00617,CONT00178,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,0.44,79.7,0,Not Connected,01-11-2025 13:05
CALL00618,CONT00293,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Negative,20.3,99.48,1,Connected,13-03-2026 08:10
CALL00619,CONT00046,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Positive,7.31,81.95,1,Connected,21-06-2026 12:54
CALL00620,CONT00170,Voice Solution,Voice,None,Hyderabad,Hindi,Neutral,29.75,86.51,0,Connected,12-11-2025 17:38
CALL00621,CONT00271,Voice Solution,Voice,Email,Hyderabad,Hindi,Negative,7.13,87.47,1,Connected,16-12-2025 13:38
CALL00622,CONT00417,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,10.27,90.72,0,Connected,04-12-2025 12:26
CALL00623,CONT00848,Voice Solution,Voice,None,Bangalore,Kannada,Neutral,17.73,84.54,0,Connected,17-01-2026 08:16
CALL00624,CONT00139,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,12.71,93.7,1,Connected,06-06-2026 15:11
CALL00625,CONT00247,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,0.12,92.27,0,Not Connected,12-01-2026 15:06
CALL00626,CONT00148,Voice Solution,Voice,None,Pune,Telugu,Positive,10.2,88.6,0,Connected,07-07-2026 08:04
CALL00627,CONT00230,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Neutral,0.82,95.12,0,Not Connected,17-12-2025 15:37
CALL00628,CONT00792,Voice Solution,Voice,WhatsApp,Delhi,English,Positive,1.79,88.16,0,Connected,01-03-2026 12:16
CALL00629,CONT00637,Voice Solution,Voice,Email,Pune,Hindi,Neutral,0.06,87.12,0,Not Connected,02-06-2026 18:50
CALL00630,CONT00704,Voice Solution,Voice,None,Mumbai,English,Neutral,1.91,98.49,1,Connected,27-06-2026 08:17
CALL00631,CONT00374,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,11.12,89.98,0,Connected,26-12-2025 13:44
CALL00632,CONT00080,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,6.63,83.57,0,Connected,15-02-2026 10:58
CALL00633,CONT00606,Voice Solution,Voice,None,Chennai,Marathi,Positive,11.39,84.25,0,Connected,18-12-2025 15:53
CALL00634,CONT00738,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Neutral,8.35,88.59,1,Connected,31-12-2025 18:32
CALL00635,CONT00065,Voice Solution,Voice,None,Bangalore,Hindi,Neutral,1.05,76.51,0,Not Connected,26-11-2025 19:02
CALL00636,CONT00088,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,7.37,85.34,0,Connected,15-07-2026 16:17
CALL00637,CONT00088,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,2.37,88,1,Connected,08-11-2025 10:33
CALL00638,CONT00713,Voice Solution,Voice,None,Chennai,Kannada,Neutral,14.41,87.66,0,Connected,21-02-2026 17:26
CALL00639,CONT00726,Voice Solution,Voice,None,Pune,Marathi,Neutral,0.21,82.21,0,Not Connected,11-07-2026 15:06
CALL00640,CONT00204,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Neutral,8.91,86.26,0,Connected,29-04-2026 19:27
CALL00641,CONT00913,Voice Solution,Voice,WhatsApp,Mumbai,English,Neutral,8.57,94.4,0,Connected,26-05-2026 17:44
CALL00642,CONT00382,Voice Solution,Voice,Email,Hyderabad,Kannada,Neutral,14.43,93.37,1,Connected,07-03-2026 08:20
CALL00643,CONT00601,Voice Solution,Voice,WhatsApp,Chennai,Kannada,Positive,5.13,88.98,1,Connected,26-12-2025 18:35
CALL00644,CONT00476,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Positive,2.38,88.16,1,Connected,02-06-2026 08:02
CALL00645,CONT00573,Voice Solution,Voice,WhatsApp,Pune,Telugu,Neutral,0.34,87.69,0,Voicemail,14-11-2025 20:34
CALL00646,CONT00783,Voice Solution,Voice,Email,Mumbai,Telugu,Positive,9.88,89.68,0,Connected,28-11-2025 14:37
CALL00647,CONT00606,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,0.08,89.01,0,Not Connected,17-01-2026 12:16
CALL00648,CONT00819,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,14.89,90.12,0,Connected,04-06-2026 09:50
CALL00649,CONT00539,Voice Solution,Voice,None,Pune,English,Negative,7.17,91.01,0,Connected,03-04-2026 09:49
CALL00650,CONT00214,Voice Solution,Voice,None,Hyderabad,Telugu,Neutral,0.75,82.44,0,Not Connected,14-11-2025 08:54
CALL00651,CONT00074,Voice Solution,Voice,Email,Delhi,Tamil,Positive,3.43,86.95,1,Connected,06-05-2026 10:31
CALL00652,CONT00061,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,0.66,89.49,0,Not Connected,07-11-2025 19:12
CALL00653,CONT00698,Voice Solution,Voice,Email,Delhi,Telugu,Neutral,8.98,83.67,0,Connected,03-11-2025 11:46
CALL00654,CONT00543,Voice Solution,Voice,WhatsApp,Chennai,Kannada,Positive,3.41,85.13,1,Connected,19-02-2026 11:21
CALL00655,CONT00219,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Neutral,0.92,87.41,0,Not Connected,26-06-2026 18:51
CALL00656,CONT00012,Voice Solution,Voice,None,Bangalore,Hindi,Neutral,6.9,87.66,0,Connected,27-06-2026 14:21
CALL00657,CONT00814,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Positive,7.39,89.58,0,Connected,15-06-2026 18:42
CALL00658,CONT00415,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Positive,1.13,84.26,0,Connected,15-11-2025 17:02
CALL00659,CONT00032,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Neutral,9.56,93.34,1,Connected,11-05-2026 11:29
CALL00660,CONT00160,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Negative,1.14,87.61,0,Not Connected,27-02-2026 08:32
CALL00661,CONT00237,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,3.2,89.23,0,Connected,28-11-2025 20:09
CALL00662,CONT00739,Voice Solution,Voice,None,Pune,Telugu,Negative,3.52,86.65,1,Connected,21-05-2026 12:47
CALL00663,CONT00181,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,0.65,89.68,0,Not Connected,09-12-2025 09:14
CALL00664,CONT00829,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Negative,7.59,96.86,0,Connected,19-06-2026 10:50
CALL00665,CONT00558,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,8.08,86.6,1,Connected,25-01-2026 19:45
CALL00666,CONT00341,Voice Solution,Voice,None,Hyderabad,Telugu,Positive,13.03,85.78,0,Connected,06-03-2026 19:39
CALL00667,CONT00458,Voice Solution,Voice,Email,Mumbai,Hindi,Neutral,0.67,84.35,0,Not Connected,25-11-2025 19:52
CALL00668,CONT00080,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Negative,15.9,88.2,1,Connected,25-03-2026 14:26
CALL00669,CONT00647,Voice Solution,Voice,None,Pune,English,Positive,3.06,88.14,1,Connected,13-11-2025 19:11
CALL00670,CONT00772,Voice Solution,Voice,WhatsApp,Pune,Hindi,Neutral,8.64,88.76,1,Connected,31-05-2026 11:47
CALL00671,CONT00820,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Negative,15.19,90.84,0,Connected,25-11-2025 18:23
CALL00672,CONT00759,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Positive,12.97,90.21,1,Connected,07-01-2026 20:32
CALL00673,CONT00473,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Neutral,22.52,88.39,0,Connected,06-01-2026 18:33
CALL00674,CONT00671,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Negative,9.18,98.27,1,Connected,21-06-2026 12:19
CALL00675,CONT00715,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,0.84,91.95,0,Not Connected,17-02-2026 14:14
CALL00676,CONT00112,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,13.98,83.05,1,Connected,26-03-2026 15:57
CALL00677,CONT00292,Voice Solution,Voice,Email,Hyderabad,English,Neutral,0.84,80.77,0,Not Connected,19-02-2026 12:18
CALL00678,CONT00822,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,0.38,85.02,0,Voicemail,16-06-2026 14:41
CALL00679,CONT00631,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Positive,0.85,89.26,0,Not Connected,19-02-2026 18:08
CALL00680,CONT00383,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Negative,9.36,84.6,0,Connected,04-12-2025 08:05
CALL00681,CONT00017,Voice Solution,Voice,None,Mumbai,Kannada,Neutral,15.69,85.36,1,Connected,19-02-2026 16:44
CALL00682,CONT00493,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,5.21,88.63,1,Connected,24-06-2026 20:28
CALL00683,CONT00331,Voice Solution,Voice,Email,Bangalore,Tamil,Neutral,3.46,86.79,0,Connected,22-01-2026 16:07
CALL00684,CONT00926,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,7.83,78.26,0,Connected,12-12-2025 19:53
CALL00685,CONT00739,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,0.44,93.89,0,Not Connected,09-02-2026 18:20
CALL00686,CONT00873,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,0.43,92.72,0,Not Connected,06-11-2025 16:30
CALL00687,CONT00486,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,20.12,82.07,1,Connected,29-04-2026 17:57
CALL00688,CONT00406,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Neutral,19.78,88.78,0,Connected,14-06-2026 16:51
CALL00689,CONT00117,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,0.94,82.92,0,Not Connected,17-06-2026 11:46
CALL00690,CONT00555,Voice Solution,Voice,None,Delhi,Tamil,Neutral,2.79,85.46,1,Connected,30-03-2026 20:58
CALL00691,CONT00880,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,5.22,90.93,0,Connected,17-05-2026 13:25
CALL00692,CONT00115,Voice Solution,Voice,Email,Chennai,Telugu,Positive,0.98,92.55,0,Not Connected,09-01-2026 19:44
CALL00693,CONT00795,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Neutral,3.95,92.43,0,Connected,20-02-2026 11:43
CALL00694,CONT00549,Voice Solution,Voice,Email,Bangalore,Marathi,Neutral,5.29,89.72,1,Connected,04-11-2025 15:29
CALL00695,CONT00814,Voice Solution,Voice,Email,Delhi,Kannada,Positive,19.99,94.88,0,Connected,03-02-2026 20:23
CALL00696,CONT00625,Voice Solution,Voice,WhatsApp,Bangalore,English,Neutral,0.39,85.45,0,Not Connected,01-04-2026 10:15
CALL00697,CONT00547,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Positive,4.2,86.56,1,Connected,17-03-2026 18:00
CALL00698,CONT00644,Voice Solution,Voice,None,Delhi,Tamil,Positive,6.43,75.53,0,Connected,05-07-2026 09:07
CALL00699,CONT00336,Voice Solution,Voice,None,Mumbai,Telugu,Neutral,9.51,88.03,0,Connected,01-07-2026 18:31
CALL00700,CONT00336,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,1.28,91.4,0,Connected,01-12-2025 12:44
CALL00701,CONT00922,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,6.39,89.93,0,Connected,10-12-2025 19:21
CALL00702,CONT00889,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,0.96,85.38,0,Not Connected,17-06-2026 09:35
CALL00703,CONT00740,Voice Solution,Voice,WhatsApp,Mumbai,English,Positive,6.12,92.72,1,Connected,06-12-2025 10:10
CALL00704,CONT00147,Voice Solution,Voice,Email,Mumbai,Marathi,Positive,0.3,88.13,0,Not Connected,11-06-2026 13:59
CALL00705,CONT00122,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Negative,6.1,92.33,0,Connected,06-11-2025 20:42
CALL00706,CONT00081,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Neutral,1.09,90.93,0,Connected,08-06-2026 09:55
CALL00707,CONT00685,Voice Solution,Voice,Email,Mumbai,Tamil,Negative,15.34,95.62,1,Connected,14-01-2026 15:33
CALL00708,CONT00666,Voice Solution,Voice,Email,Hyderabad,Telugu,Neutral,4.66,90.2,1,Connected,04-11-2025 13:26
CALL00709,CONT00662,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,3.5,91.55,0,Connected,14-03-2026 08:08
CALL00710,CONT00375,Voice Solution,Voice,Email,Mumbai,Tamil,Positive,4.83,88.12,1,Connected,26-02-2026 19:04
CALL00711,CONT00570,Voice Solution,Voice,None,Chennai,Marathi,Positive,20.43,85.99,1,Connected,02-02-2026 15:12
CALL00712,CONT00063,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,1.82,90.95,0,Connected,01-01-2026 17:59
CALL00713,CONT00504,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Positive,10.36,96.01,1,Connected,13-05-2026 16:06
CALL00714,CONT00668,Voice Solution,Voice,Email,Bangalore,Telugu,Neutral,0.34,85.42,0,Not Connected,22-05-2026 08:27
CALL00715,CONT00449,Voice Solution,Voice,None,Bangalore,Marathi,Positive,1.08,87.26,0,Not Connected,26-11-2025 15:16
CALL00716,CONT00428,Voice Solution,Voice,None,Chennai,Kannada,Positive,2.06,88.63,1,Connected,22-04-2026 09:08
CALL00717,CONT00868,Voice Solution,Voice,Email,Pune,Telugu,Positive,6.64,91.92,1,Connected,13-03-2026 18:05
CALL00718,CONT00427,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,6.42,90.23,1,Connected,26-02-2026 10:09
CALL00719,CONT00421,Voice Solution,Voice,None,Bangalore,Telugu,Neutral,6.42,93.07,1,Connected,31-05-2026 16:38
CALL00720,CONT00322,Voice Solution,Voice,Email,Bangalore,Hindi,Negative,2.33,98.37,0,Connected,13-06-2026 17:22
CALL00721,CONT00913,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,1.12,85.31,0,Not Connected,20-11-2025 15:03
CALL00722,CONT00680,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,7.88,91.55,0,Connected,21-02-2026 12:56
CALL00723,CONT00166,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Positive,0.53,90.1,1,Connected,20-03-2026 18:36
CALL00724,CONT00597,Voice Solution,Voice,Email,Mumbai,Hindi,Negative,1.18,88.6,0,Not Connected,17-12-2025 09:01
CALL00725,CONT00649,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Positive,7.22,91.53,1,Connected,01-11-2025 08:22
CALL00726,CONT00461,Voice Solution,Voice,Email,Pune,Marathi,Neutral,0.11,87.17,0,Not Connected,29-01-2026 19:22
CALL00727,CONT00459,Voice Solution,Voice,None,Pune,Telugu,Neutral,5.72,90.12,1,Connected,22-03-2026 19:36
CALL00728,CONT00189,Voice Solution,Voice,None,Bangalore,Tamil,Positive,7.73,81.97,1,Connected,08-12-2025 15:16
CALL00729,CONT00464,Voice Solution,Voice,None,Bangalore,Hindi,Positive,4.51,85.81,0,Connected,19-03-2026 09:02
CALL00730,CONT00912,Voice Solution,Voice,None,Delhi,Kannada,Positive,14.35,93.74,0,Connected,17-07-2026 14:33
CALL00731,CONT00379,Voice Solution,Voice,WhatsApp,Bangalore,English,Negative,0.28,93.55,0,Voicemail,10-04-2026 15:42
CALL00732,CONT00002,Voice Solution,Voice,Email,Bangalore,Tamil,Neutral,2.13,89.8,1,Connected,27-04-2026 18:26
CALL00733,CONT00618,Voice Solution,Voice,WhatsApp,Mumbai,English,Neutral,0.29,86.23,0,Voicemail,10-11-2025 17:42
CALL00734,CONT00364,Voice Solution,Voice,None,Pune,Marathi,Neutral,13.5,92.63,1,Connected,18-03-2026 10:31
CALL00735,CONT00072,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,6.03,94.68,1,Connected,21-04-2026 11:22
CALL00736,CONT00427,Voice Solution,Voice,None,Pune,Tamil,Neutral,11.62,86.44,1,Connected,13-11-2025 17:54
CALL00737,CONT00638,Voice Solution,Voice,Email,Delhi,Kannada,Positive,15.59,81.22,1,Connected,17-04-2026 16:42
CALL00738,CONT00170,Voice Solution,Voice,None,Pune,Telugu,Positive,0.27,90.75,0,Not Connected,10-03-2026 18:39
CALL00739,CONT00205,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,5.24,93.07,1,Connected,23-01-2026 12:57
CALL00740,CONT00825,Voice Solution,Voice,WhatsApp,Pune,Hindi,Neutral,6.13,91.44,1,Connected,09-02-2026 20:36
CALL00741,CONT00337,Voice Solution,Voice,None,Pune,Hindi,Positive,0.35,96.33,0,Connected,08-12-2025 10:28
CALL00742,CONT00472,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Neutral,18.43,96.35,1,Connected,02-02-2026 15:49
CALL00743,CONT00195,Voice Solution,Voice,None,Chennai,Telugu,Positive,12.16,86.97,1,Connected,03-02-2026 16:36
CALL00744,CONT00670,Voice Solution,Voice,WhatsApp,Delhi,English,Negative,12.94,89.49,0,Connected,08-01-2026 14:14
CALL00745,CONT00653,Voice Solution,Voice,Email,Delhi,Hindi,Positive,0.64,86.02,0,Not Connected,24-06-2026 12:00
CALL00746,CONT00275,Voice Solution,Voice,WhatsApp,Delhi,English,Positive,5.92,83.39,0,Connected,17-03-2026 20:18
CALL00747,CONT00007,Voice Solution,Voice,Email,Hyderabad,Telugu,Negative,14.83,83.68,0,Connected,15-01-2026 19:02
CALL00748,CONT00905,Voice Solution,Voice,Email,Hyderabad,Marathi,Positive,2.76,92.09,1,Connected,05-12-2025 11:06
CALL00749,CONT00566,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Negative,16.44,90.01,0,Connected,01-11-2025 15:05
CALL00750,CONT00616,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,0.89,92.95,0,Voicemail,30-12-2025 17:55
CALL00751,CONT00854,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,5.99,99.8,1,Connected,17-06-2026 11:20
CALL00752,CONT00850,Voice Solution,Voice,Email,Delhi,Marathi,Neutral,8.18,91,0,Connected,01-06-2026 19:39
CALL00753,CONT00573,Voice Solution,Voice,Email,Bangalore,Kannada,Negative,8.14,84.56,0,Connected,14-04-2026 14:16
CALL00754,CONT00599,Voice Solution,Voice,None,Chennai,Hindi,Positive,11.01,93.68,1,Connected,05-11-2025 15:54
CALL00755,CONT00770,Voice Solution,Voice,Email,Hyderabad,Telugu,Negative,2.53,84.47,1,Connected,17-01-2026 09:47
CALL00756,CONT00178,Voice Solution,Voice,WhatsApp,Pune,Telugu,Neutral,0.19,97.24,0,Voicemail,01-01-2026 17:53
CALL00757,CONT00242,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,0.47,78.64,0,Not Connected,12-03-2026 20:04
CALL00758,CONT00203,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,0.31,85.77,0,Voicemail,28-01-2026 15:22
CALL00759,CONT00543,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Positive,6.13,91.61,0,Connected,25-06-2026 16:42
CALL00760,CONT00801,Voice Solution,Voice,None,Hyderabad,Telugu,Negative,19.42,94.39,0,Connected,12-12-2025 08:19
CALL00761,CONT00462,Voice Solution,Voice,None,Chennai,English,Negative,5.48,85.12,1,Connected,28-01-2026 09:19
CALL00762,CONT00080,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,14.29,84.21,0,Connected,12-02-2026 17:06
CALL00763,CONT00523,Voice Solution,Voice,Email,Pune,Kannada,Positive,0.25,89.24,0,Not Connected,14-11-2025 14:00
CALL00764,CONT00417,Voice Solution,Voice,None,Delhi,Tamil,Positive,22.88,98.04,1,Connected,28-04-2026 12:32
CALL00765,CONT00766,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,0.64,80.81,0,Not Connected,05-03-2026 11:12
CALL00766,CONT00384,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Positive,8.07,86.93,0,Connected,23-11-2025 15:39
CALL00767,CONT00391,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,14.55,89.8,0,Connected,02-01-2026 11:12
CALL00768,CONT00896,Voice Solution,Voice,Email,Chennai,Kannada,Positive,3.65,84.52,0,Connected,23-03-2026 20:09
CALL00769,CONT00799,Voice Solution,Voice,None,Mumbai,Marathi,Neutral,5.09,84.5,0,Connected,02-04-2026 10:17
CALL00770,CONT00688,Voice Solution,Voice,Email,Chennai,Marathi,Positive,26.83,87.33,0,Connected,25-03-2026 15:05
CALL00771,CONT00126,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,0.59,89.96,0,Not Connected,13-06-2026 15:29
CALL00772,CONT00494,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,8.45,87.52,0,Connected,12-02-2026 12:29
CALL00773,CONT00047,Voice Solution,Voice,None,Pune,English,Neutral,11.14,95.83,0,Connected,12-02-2026 15:29
CALL00774,CONT00718,Voice Solution,Voice,None,Mumbai,Marathi,Positive,21.41,91.46,0,Connected,09-12-2025 11:39
CALL00775,CONT00476,Voice Solution,Voice,Email,Hyderabad,Hindi,Positive,1.07,90.42,0,Voicemail,17-05-2026 18:55
CALL00776,CONT00619,Voice Solution,Voice,Email,Chennai,Kannada,Neutral,3.09,93.64,1,Connected,14-03-2026 14:49
CALL00777,CONT00464,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Neutral,0.31,90.5,0,Not Connected,06-01-2026 17:12
CALL00778,CONT00787,Voice Solution,Voice,None,Pune,Hindi,Neutral,21.73,86.28,1,Connected,28-04-2026 19:39
CALL00779,CONT00849,Voice Solution,Voice,None,Mumbai,Marathi,Negative,0.99,87.18,0,Not Connected,12-12-2025 09:13
CALL00780,CONT00123,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,0.57,82.85,0,Not Connected,15-11-2025 15:42
CALL00781,CONT00474,Voice Solution,Voice,None,Chennai,English,Neutral,5.15,98.52,1,Connected,19-02-2026 14:00
CALL00782,CONT00134,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,12.71,93.15,0,Connected,06-04-2026 18:55
CALL00783,CONT00619,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,0.14,75.7,0,Not Connected,19-06-2026 10:28
CALL00784,CONT00817,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Neutral,17.19,95.17,1,Connected,06-04-2026 18:15
CALL00785,CONT00841,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Positive,0.16,81.17,0,Not Connected,08-12-2025 20:26
CALL00786,CONT00562,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,2.22,91.1,0,Connected,05-02-2026 20:36
CALL00787,CONT00849,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,1.13,77.48,0,Not Connected,12-07-2026 11:37
CALL00788,CONT00607,Voice Solution,Voice,Email,Mumbai,Kannada,Neutral,6.43,86.36,0,Connected,15-05-2026 18:27
CALL00789,CONT00780,Voice Solution,Voice,Email,Pune,Telugu,Neutral,0.33,95.2,0,Not Connected,25-01-2026 20:53
CALL00790,CONT00023,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Neutral,3.48,95.48,0,Connected,10-11-2025 09:40
CALL00791,CONT00566,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Negative,6.17,90.03,0,Connected,05-11-2025 09:59
CALL00792,CONT00886,Voice Solution,Voice,Email,Chennai,English,Positive,6.76,92.44,0,Connected,03-03-2026 15:50
CALL00793,CONT00766,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Positive,9.08,81.43,1,Connected,26-02-2026 15:31
CALL00794,CONT00235,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Positive,3.28,91.19,1,Connected,08-04-2026 18:06
CALL00795,CONT00059,Voice Solution,Voice,None,Delhi,Marathi,Negative,3.76,92.75,1,Connected,16-06-2026 19:50
CALL00796,CONT00164,Voice Solution,Voice,None,Chennai,Kannada,Neutral,0.45,99.8,0,Not Connected,04-06-2026 09:54
CALL00797,CONT00771,Voice Solution,Voice,None,Pune,Kannada,Neutral,2.38,85.38,1,Connected,03-05-2026 11:44
CALL00798,CONT00826,Voice Solution,Voice,Email,Pune,Hindi,Positive,13.8,88.58,0,Connected,15-11-2025 16:36
CALL00799,CONT00216,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Neutral,1.56,88.89,0,Connected,06-04-2026 19:50
CALL00800,CONT00183,Voice Solution,Voice,Email,Mumbai,Kannada,Positive,13.53,91.99,1,Connected,16-03-2026 11:24
CALL00801,CONT00569,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,1.92,92.9,1,Connected,06-04-2026 20:29
CALL00802,CONT00657,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,0.16,93.8,0,Voicemail,17-12-2025 20:06
CALL00803,CONT00935,Voice Solution,Voice,WhatsApp,Pune,Hindi,Neutral,1.08,93.44,0,Not Connected,22-04-2026 14:26
CALL00804,CONT00090,Voice Solution,Voice,None,Pune,Tamil,Neutral,5.75,81.09,1,Connected,10-03-2026 17:41
CALL00805,CONT00311,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,25.98,75.43,1,Connected,03-02-2026 13:47
CALL00806,CONT00557,Voice Solution,Voice,None,Mumbai,Hindi,Neutral,1.05,85.93,0,Not Connected,23-02-2026 17:27
CALL00807,CONT00257,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,5.81,88.32,0,Connected,01-07-2026 20:15
CALL00808,CONT00533,Voice Solution,Voice,Email,Pune,Tamil,Neutral,10.36,85.43,1,Connected,08-01-2026 16:15
CALL00809,CONT00533,Voice Solution,Voice,None,Chennai,Tamil,Positive,11.89,86.2,1,Connected,28-03-2026 09:57
CALL00810,CONT00052,Voice Solution,Voice,Email,Pune,Tamil,Positive,21.73,86.82,0,Connected,11-11-2025 09:00
CALL00811,CONT00338,Voice Solution,Voice,None,Mumbai,Telugu,Positive,1.8,91.39,0,Connected,12-07-2026 14:31
CALL00812,CONT00171,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Neutral,19.77,83.33,0,Connected,08-12-2025 13:12
CALL00813,CONT00067,Voice Solution,Voice,None,Delhi,Tamil,Positive,3.29,88.11,0,Connected,14-03-2026 14:48
CALL00814,CONT00625,Voice Solution,Voice,Email,Bangalore,Marathi,Neutral,0.14,88.15,0,Not Connected,19-05-2026 10:23
CALL00815,CONT00300,Voice Solution,Voice,None,Chennai,Kannada,Positive,15,91.27,1,Connected,23-11-2025 09:47
CALL00816,CONT00672,Voice Solution,Voice,Email,Bangalore,Marathi,Positive,17.52,94.31,1,Connected,06-06-2026 14:50
CALL00817,CONT00778,Voice Solution,Voice,Email,Delhi,Telugu,Neutral,0.32,96.92,0,Not Connected,21-03-2026 19:47
CALL00818,CONT00832,Voice Solution,Voice,None,Mumbai,Hindi,Positive,12.38,84.77,0,Connected,12-02-2026 11:22
CALL00819,CONT00232,Voice Solution,Voice,None,Mumbai,Telugu,Neutral,5.8,78.5,1,Connected,29-05-2026 17:36
CALL00820,CONT00837,Voice Solution,Voice,Email,Delhi,Kannada,Neutral,6.96,87.29,1,Connected,19-02-2026 19:46
CALL00821,CONT00068,Voice Solution,Voice,WhatsApp,Pune,English,Negative,5.8,80.56,0,Connected,12-02-2026 14:01
